id	milestone	repo	title	depends_on	effort	smoke	finding_ids	issue_refs
CM-20	M3	ConsumableMaster	Adopt RenderTabbedSchema (opts.tabs) on the General and Macro Bar pages; decline for Stat Priority and Macros by issue; delete GENERAL_TABS and the duplicated strip wrap-invariance cases	RV-CM,CM-17,LK-28,WS-06	M	yes	ConsumableMaster-R-16	
CM-21	M3	ConsumableMaster	About-page logo path derived from the addon folder name	RV-CM	S	yes	ConsumableMaster-R-17	
CM-22	M3	ConsumableMaster	The harness-ping bus literal is declared once	RV-CM	S		ConsumableMaster-A-13	
CM-23	M3	ConsumableMaster	Correct stale comments and docs that describe removed behavior (non-TOC sites), including the /cm set macroBar.point claim	RV-CM,CM-17	S		ConsumableMaster-R-14,ConsumableMaster-R-15	
CM-24	M3	ConsumableMaster	TOC and load-order statements: LifecycleSetup and LauncherSetup in the chains, no ordinals, and one 'conventional' note per group	RV-CM,CM-17	S		ConsumableMaster-A-12,ConsumableMaster-A-16,ConsumableMaster-R-15	
CM-25	M3	ConsumableMaster	README: remove the retired 'What's new in 1.6.2' section	RV-CM	S		ConsumableMaster-A-10	
CM-26	M3	ConsumableMaster	ARCHITECTURE.md hub: retire the stale preview-mode row and bring the hub to about 420 lines	RV-CM,CM-18,CM-24	M		ConsumableMaster-A-11,ConsumableMaster-A-14	
CM-27	M3	ConsumableMaster	Expand bare §N citations to filename-§N, and respell the dash citations	RV-CM,CM-26	S		ConsumableMaster-A-15	
CM-28	M3	ConsumableMaster	Consolidated span bundle for the 27 unrecorded LibKa0s tags (v1.18.0-v1.53.0)	WS-01,WA-01,RV-CM	M		ConsumableMaster-A-02	
CM-29	M3	ConsumableMaster	Record the v1.56.0 in-client checks in docs/smoke-tests.md: ReorderList drags on the library ghost frame, and the Options park/replay	RV-CM,LK-21,CM-05	S	yes		
CM-30	M3	ConsumableMaster	Watch-list terminal states for settings/Panel.lua and settings/Category.lua: file the peel issues automated-tests-§4 requires	RV-CM,CM-17,CM-20	S		ConsumableMaster-R-18	
CM-DOCS	M3	ConsumableMaster	Sync docs, regenerate docs/test-cases.md, record a fresh automated-test bundle (no version bump, no tag)	RV-CM,CM-30	M		ConsumableMaster-A-17	
AM-03	M3	AuraMaster	A container id that comes back out of combat revives its destroyed instance instead of building a second AuraMasterAnchor<id> frame set	RV-AM,AM-01	M	yes	AuraMaster-R-02	
AM-04	M3	AuraMaster	A stood-down addon builds no container frames: CM.Init and CM.Announce honor the latch, and standUp syncs before its visibility pass	RV-AM,AM-03	S	yes	AuraMaster-R-08	
AM-05	M3	AuraMaster	Degraded latch is edge-triggered like the library: SyncEnabled stands down or up only on a change	RV-AM,AM-04	S		AuraMaster-R-09	
AM-06	M3	AuraMaster	The coalescing apply timer and the timed-spell scan timer are canceled on stand-down, not left to wake and find the latch	RV-AM,AM-05	S		AuraMaster-A-03	
AM-07	M3	AuraMaster	Every event registration goes through LibKa0s-Core's SafeRegisterEvent; rejected names are kept in NS.RejectedEvents and shown in [Init]	RV-AM,AM-06,LK-11	M	yes	AuraMaster-R-05	
AM-08	M3	AuraMaster	UNIT_AURA moves to the carved-out player/pet RegisterUnitEvent frame, held on the module and torn down by hand	RV-AM,AM-07	M	yes	AuraMaster-R-03	
AM-09	M3	AuraMaster	Test mode refuses to start while disabled on every surface: the panel row gates itself, and the launcher gate moves into LibKa0s-Launcher	RV-AM,AM-08,LK-16	S	yes	AuraMaster-R-10	
AM-10	M3	AuraMaster	Migration stamp per WS-03: defaults declare schemaVersion 0, the stamp advances only past a clean step, and every stored profile is migrated	RV-AM,AM-09,WS-03	M	yes		
AM-11	M3	AuraMaster	Slash descriptor set/applyDefault return the seam's answer; LibKa0s-Slash 15 prints refusals and NO_DEFAULT	RV-AM,AM-10,LK-17	S			
AM-12	M3	AuraMaster	enable/disable/lock/unlock confirm in slash-commands-§5's set shape through the library's own read-back	RV-AM,AM-11	S	yes	AuraMaster-A-10	
AM-13	M3	AuraMaster	Clear the release gate: split Cat.SyncUserCategories (CCN 25) into phases and table-dispatch renderCategories (CCN 16)	RV-AM,AM-12	M	yes	AuraMaster-R-01	
AM-14	M3	AuraMaster	The minimap row's CLI path reads in its shown sense: global.minimap.shown, stored on LibDBIcon's hide	RV-AM,AM-13,WS-06	S	yes		
AM-15	M3	AuraMaster	AuraMaster#21: adopt LibKa0s-Schema-1.0's primitives, registry, bulk bracket, SameValue and Validate, with the host arm kept for the library-less build	RV-AM,AM-14,LK-22	L	yes		AuraMaster#21
AM-16	M3	AuraMaster	Degraded Options stub composers answer {}; enable/disable/lock write through a declared writeThrough list; the Slash stub's lines are the library's own	RV-AM,AM-15,LK-18,LK-23,WS-02	M	yes	AuraMaster-R-06	
AM-17	M3	AuraMaster	Adopt O.RenderTabbedSchema's tabs/disabledFor/disabledNotice/chrome and O.PageBanner's action; delete the host tab renderer and header fork	RV-AM,AM-16,LK-27,LK-28	L	yes	AuraMaster-R-04	
AM-18	M3	AuraMaster	Library-missing lines route one whole sentence through the locale with a placeholder	RV-AM,AM-17	S		AuraMaster-A-09	
AM-19	M3	AuraMaster	One enabled predicate, and the dead pre-11.0 GetMouseFocus rung deleted	RV-AM,AM-18,WS-05	S	yes	AuraMaster-R-13	
AM-20	M3	AuraMaster	One frame-pick flow: NS.FramePicker.PickFor owns resolve, combat refusal and the two writes	RV-AM,AM-19	S	yes	AuraMaster-R-14	
AM-21	M3	AuraMaster	.luacheckrc drops the four read_globals nothing reads, and a lint-config case keeps the list honest	RV-AM,AM-20	S		AuraMaster-R-07	
AM-22	M3	AuraMaster	Turn on --jobs for the commit-gate suite after measuring, in its own commit	RV-AM,AM-21	M		AuraMaster-A-08	
AM-23	M3	AuraMaster	AuraMaster#16: peel Dispel Colors out of settings/GeneralSpells.lua into settings/GeneralDispel.lua	RV-AM,AM-22	S	yes	AuraMaster-A-12	AuraMaster#16
AM-24	M3	AuraMaster	AuraMaster#17: split the user-category suites out of tests/test_database.lua	RV-AM,AM-23	S		AuraMaster-A-12	AuraMaster#17
AM-25	M3	AuraMaster	AuraMaster#18: split the user-category suites out of tests/test_filtercompiler.lua	RV-AM,AM-24	S		AuraMaster-A-12	AuraMaster#18
AM-26	M3	AuraMaster	AuraMaster#19: split the category-editing suites out of tests/test_pages_general.lua; the over-cap census is empty	RV-AM,AM-25	M		AuraMaster-A-12	AuraMaster#19
AM-27	M3	AuraMaster	Comment hygiene: unfuse the Database doc blocks, re-wrap Container.lua, drop review-round narration, and fix the stale 500-line buffer	RV-AM,AM-26	S		AuraMaster-R-11	
AM-28	M3	AuraMaster	.pkgmeta stops ignoring a .claude directory that does not exist; issue #10 gets its terminal label	RV-AM,AM-27	S		AuraMaster-A-15,AuraMaster-A-16	AuraMaster#10
AM-29	M3	AuraMaster	DEPENDENCIES.md: Python 3 and Pillow move to Release/assets, with install and check commands	RV-AM,AM-28	S		AuraMaster-A-14	
AM-30	M3	AuraMaster	Name LibDBIcon's minimapPos as the third piece of named non-setting state	RV-AM,AM-29,AM-14	S		AuraMaster-A-13	
AM-31	M3	AuraMaster	Register docs/spell-research/ as a Tier 3 store and spell the revendor store the standard's way	RV-AM,AM-30	S		AuraMaster-A-07	
AM-32	M3	AuraMaster	Screenshots register row re-stated for a published addon; Known Limitations and README stop saying unpublished; the options-ui-§17 row is re-checked	RV-AM,AM-31	S	yes	AuraMaster-A-02,AuraMaster-A-17	AuraMaster#3
AM-33	M3	AuraMaster	docs/ARCHITECTURE.md hub: spill every mandated section over ~60 lines into its topic doc, moving content and deleting nothing	RV-AM,AM-32	M		AuraMaster-A-06	
AM-34	M3	AuraMaster	Citation sweep over docs/ and the root docs, the README 0.1.0 row corrected, and the docs gate refuses a citation that lands on a comment or blank line	RV-AM,AM-33	M		AuraMaster-A-04,AuraMaster-A-05,AuraMaster-R-12	
AM-DOCS	M3	AuraMaster	Sync docs to the tree, regenerate the case inventory, and record a fresh automated-test bundle (no version bump, no tag)	RV-AM	M			
KC-02	M3	KickCD	tests/run.lua stops swallowing an OnInitialize raise	RV-KC	S		KICKCD-R-11	
KC-03	M3	KickCD	Migrations: schemaVersion 0 in defaults, the stamp advances only past a clean step, and the color and font-flag steps run for every profile	RV-KC,KC-02	M	yes	KICKCD-R-01,KICKCD-A-08	
KC-04	M3	KickCD	Adopt Core.SafeRegisterEvent: every event block survives one bad name, with a rejected list, a debug verb and an [Init] note	RV-KC,KC-02	M	yes	KICKCD-A-03	
KC-05	M3	KickCD	One cast filter frame per (module, unit), armed and disarmed rather than rebuilt, carrying the EMPOWER events	RV-KC,KC-04	M	yes	KICKCD-R-03,KICKCD-R-06	
KC-06	M3	KickCD	core/SpellInput.lua: one resolver, the Cooldown Manager gate on the CLI, multi-word names, validated class and spec, and an AceEvent cache invalidator	RV-KC,KC-04	M	yes	KICKCD-R-05,KICKCD-R-18,KICKCD-A-04	
KC-07	M3	KickCD	core/State.lua's combat listener becomes an AceEvent target, and the dead PLAYER_LOGIN re-registration goes	RV-KC,KC-04,KC-06	S	yes	KICKCD-A-04,KICKCD-R-17	
KC-08	M3	KickCD	IconGrid seeds a rebuilt icon from Cooldowns' current state instead of painting it ready	RV-KC,KC-05	S	yes	KICKCD-R-07	
KC-09	M3	KickCD	Every master-enabled reader goes through NS.MasterEnabled	RV-KC,KC-08	S		KICKCD-R-13	
KC-10	M3	KickCD	scheduleTimer returns a real handle (C_Timer.NewTimer), belt and braces behind LibKa0s OptionsWidgets 31	RV-KC,KC-02	S	yes	KICKCD-R-04	
KC-11	M3	KickCD	Spells page: one render per commit, and a raise in the render can no longer latch the guard	RV-KC,KC-06	S		KICKCD-R-08	
KC-12	M3	KickCD	Spells rows stop hooking pooled AceGUI frames, the category tooltip works, the remove button uses a catalog mark, and the ReorderList drag is pinned	RV-KC,KC-11	M	yes	KICKCD-R-02,KICKCD-A-14	
KC-13	M3	KickCD	Peel the Spells row builders into settings/Spells_Rows.lua (layout-§1 band, behavior-neutral)	RV-KC,KC-12	M	yes	KICKCD-R-10	
KC-14	M3	KickCD	Perf nesting tells the truth on the Rebuild path, and docs/performance.md's bucket table matches the descriptor	RV-KC,KC-08	S	yes	KICKCD-R-09	
KC-15	M3	KickCD	/kcd resetposition restores every unit's icon grid; README stops promising a deferred /kcd config	RV-KC,KC-02	S	yes	KICKCD-R-14	
KC-16	M3	KickCD	GateHint asks a gated row's valuesFor instead of writing the live profile	RV-KC,KC-02	S		KICKCD-R-15	
KC-17	M3	KickCD	The minimap row's CLI path reads in its own sense: global.minimap.shown, stored as minimap.hide	RV-KC,KC-02,WS-06	S	yes		
KC-18	M3	KickCD	Adopt LibKa0s-Schema-1.0 (minor 2) as the settings seam, with writeThrough for the composed master rows	RV-KC,KC-03,KC-16,KC-17	L	yes		KickCD#22
KC-19	M3	KickCD	Degraded Slash stub: DisabledLine pinned to the library constant, the library-absent line, and enable/disable/lock that write through	RV-KC,KC-18	M	yes		
KC-20	M3	KickCD	Evaluate RenderTabbedSchema's opts for the linked-Focus page; adopt it or record a decline	RV-KC,KC-18	S	yes		
KC-21	M3	KickCD	Style gates: no `or _G.print` fallback, and no deprecated spell/spec global whitelisted for shipped code	RV-KC,KC-02	S		KICKCD-A-05,KICKCD-R-16	
KC-22	M3	KickCD	Comment truth sweep: four stale comments and every bare §N citation qualified	RV-KC,KC-18	S		KICKCD-R-12,KICKCD-A-15	
KC-23	M3	KickCD	TOC position notes: the IconGrid_* and Castbar_* siblings are load-bearing, and every group says whether it is conventional	RV-KC,KC-13,KC-18	S	yes	KICKCD-A-16,KICKCD-A-17,KICKCD-A-18,KICKCD-A-19,KICKCD-A-20,KICKCD-A-21	
KC-24	M3	KickCD	One consolidated re-vendor span bundle for the 25 unrecorded tags v1.18.0-v1.53.0	RV-KC,WA-01	S		KICKCD-A-01	
KC-25	M3	KickCD	Topic docs: a Tier 2 docs/debug.md, compat-layer.md stops restating LibKa0s contracts, and the spells enable/disable ruling is recorded	RV-KC,KC-04,KC-19	S		KICKCD-A-09,KICKCD-A-10,KICKCD-A-27	
KC-26	M3	KickCD	docs/ARCHITECTURE.md: re-derived inventories, symbol citations, the RESULTS.md wording, and back under about 400 lines	RV-KC,KC-25	M		KICKCD-A-11,KICKCD-A-22,KICKCD-A-25	
KC-28	M3	KickCD	Issue-store hygiene: close #15, retitle #9, annotate #12, and file a peel issue per band file	RV-KC,KC-13	S		KICKCD-A-12,KICKCD-A-13,KICKCD-A-24,KICKCD-A-26	KickCD#15,KickCD#9,KickCD#12
KC-DOCS	M3	KickCD	Sync the docs, regenerate docs/test-cases.md, and record a fresh automated-test bundle (no version bump)	RV-KC,KC-28	M		KICKCD-A-23,KICKCD-A-12,KICKCD-R-10	
BL-25	M4	BankLedger	Revendor the standards reference to v2.65.0 (/wow-addon:revendor-standards)	RV-BL,BL-24,WS-08,BL-DOCS	S			
PF-25	M4	PartyFrameEnhanced	/wow-addon:revendor-standards to v2.65.0	RV-PF,PF-23,WS-08,PF-DOCS	S			
MM-32	M4	MultiMeters	Re-vendor the standard reference to v2.65.0	RV-MM,MM-31,WS-08,MM-DOCS	S			
LH-36	M4	LootHistory	Re-vendor the standards reference to v2.65.0	RV-LH,LH-12,LH-13,LH-17,LH-30,LH-31,WS-08,LH-DOCS	S			
AT-26	M4	AbsorbTracker	Re-vendor the standards reference to v2.65.0	RV-AT,WS-08,AT-DOCS	S			
PM-16	M4	PanelMaster	Re-vendor the standards reference to v2.65.0	RV-PM,WS-08,PM-11,PM-DOCS	S			
PC-26	M4	PrettyChat	Re-vendor the standard reference to v2.65.0 (/wow-addon:revendor-standards)	RV-PC,PC-25,WS-08,PC-DOCS	S			
WG-30	M4	WhatGroup	Revendor the standards reference to v2.65.0	RV-WG,WG-28,WS-08,WG-DOCS	S			
CM-31	M4	ConsumableMaster	/wow-addon:revendor-standards to v2.65.0	RV-CM,WS-08,CM-27,CM-DOCS	S			
AM-35	M4	AuraMaster	Roll the standards reference to v2.65.0 with /wow-addon:revendor-standards	RV-AM,AM-34,WS-08,AM-DOCS	S			
KC-27	M4	KickCD	Re-vendor the standards reference to Ka0s WoW Addon Standard v2.65.0	RV-KC,KC-26,WS-08,KC-DOCS	S			
